date,year,country_code,name,description,primary_type,types,locations,strength
5/25/15,2015,AU,Whit Monday,"Whit Monday is a Christian observance also known as Pentecost Monday. It is the day after Pentecost, or Whitsunday.",Christian,Christian,All,1
5/31/15,2015,AU,Trinity Sunday,"Many churches in Australia observe Trinity Sunday, a Christian feast that occurs on the first Sunday after Pentecost.",Christian,Christian,All,1
6/4/15,2015,AU,Corpus Christi,Corpus Christi is a Christian observance that honors the Holy Eucharist.,Christian,Christian,All,1
6/18/15,2015,AU,Ramadan Start,"Many Muslims in Australia welcome Ramadan as period of fasting, self-evaluation and spiritual growth. Ramadan is the ninth month in the Islamic calendar.",Muslim,Muslim,All,1
7/13/15,2015,AU,Lailat al-Qadr,Laylat al-Qadr is most likely to be held on one of the last 10 days of month of Ramadan in the Islamic calendar.,Muslim,Muslim,All,1
7/18/15,2015,AU,Eid ul Fitr,"Eid al-Fitr, which is on the first day of the Islamic month of Shawwal, marks the end of the month-long fast of Ramadan.",Muslim,Muslim,All,1
7/26/15,2015,AU,Tisha B'Av,Tisha B’Av is on the ninth day of the month of Av in the Jewish calendar.,Jewish holiday,Hebrew,All,1
8/15/15,2015,AU,Assumption of Mary,The Feast of the Assumption of Mary is an annual Christian observance in Australia held on August 15. It is considered a Holy Day of Obligation - a day when some Christian denominations are obliged to attend mass.,Christian,Christian,All,1
9/14/15,2015,AU,Rosh Hashana,"Rosh Hashana, also spelled Rosh Hashanah, is commonly known as the Jewish New Year. The event begins on the first day of Tishrei (or Tishri), which is the seventh month in the Jewish calendar.",Jewish holiday,Hebrew,All,1
9/23/15,2015,AU,Yom Kippur,Yom Kippur is an important Jewish holiday that falls on the 10th day of the month of Tishrei in the Jewish calendar.,Jewish holiday,Hebrew,All,1
9/24/15,2015,AU,Eid al-Adha,Many Muslims in Australia celebrate Eid al- Adha around the 10th to the 13th days of the Islamic month of Dhu al-Hijjah.,Muslim,Muslim,All,1
9/28/15,2015,AU,First day of Sukkot,The first day of Sukkot marks the start of the Sukkot festival for Jewish communities in Australia.,Jewish holiday,Hebrew,All,1
10/4/15,2015,AU,Feast of St Francis of Assisi,"Many churches in Australia celebrate the Feast of St Francis of Assisi to honor St Francis, the patron saint of animals and the environment, on October 4 each year.",Christian,Christian,All,1
10/4/15,2015,AU,Hoshana Rabbah,"Many Jewish communities in Australia observe the last day of Sukkot, which marks the end of the Sukkot festival.",Jewish holiday,Hebrew,All,1
10/5/15,2015,AU,Shemini Atzeret,"Shemini Atzeret (or Shmini Atzeret) is a Jewish holiday dedicated to the love of God, while Simchat Torah (Simchas Torah or Simhat Torah) marks the end of Sukkot and celebrates the completion of the annual reading of the Torah.",Jewish holiday,Hebrew,All,1
10/6/15,2015,AU,Simchat Torah,Simchat Torah (Simchas Torah or Simhat Torah) is a Jewish holiday that celebrates the completion of the annual reading of the Torah.,Jewish holiday,Hebrew,All,1
10/15/15,2015,AU,Muharram,"The first day of Muharram, which is the first month in the Islamic calendar, marks the start of the Islamic New Year.",Muslim,Muslim,All,1
10/24/15,2015,AU,Ashura,Ashura is a Muslim in Australia,Muslim,Muslim,All,1
11/1/15,2015,AU,All Saints' Day,"Many churches in Australia annually observe All Saints' Day, also known as All Hallows' Day.",Christian,Christian,All,1
11/2/15,2015,AU,All Souls' Day,All Souls’ Day is observed among some Christians in Australia on November 2 each year.,Christian,Christian,All,1
12/7/15,2015,AU,First Day of Hanukkah,"The first day of Hanukkah is the start of the Hanukkah period, which lasts for 8 days, from the 25th day of the month of Kislev to the second day of Tevet in the Hebrew calendar.",Jewish holiday,Hebrew,All,1
12/8/15,2015,AU,Feast of the Immaculate Conception,"Some Christians, particularly those of Catholic faith, in Australia mark the Feast of the Immaculate Conception on or around December 8.",Christian,Christian,All,1
12/14/15,2015,AU,Last day of Hanukkah,"The last day of Hanukkah marks the end of a festive Jewish occasion, known as Hanukkah or Chanukah.",Jewish holiday,Hebrew,All,1
12/24/15,2015,AU,Milad un Nabi,Eid Milad ul-Nabi marks the anniversary of the Prophet Muhammad's birth and death.,Muslim,Muslim,All,1
1/6/16,2016,AU,Epiphany,Many people in countries such as Australia annually observe Epiphany on January 6.,Christian,Christian,All,1
1/7/16,2016,AU,Orthodox Christmas Day,Many Orthodox Christian churches in countries such as Australia observe Christmas Day on or near January 7 in the Gregorian calendar.,Orthodox,Orthodox,All,1
1/14/16,2016,AU,Orthodox New Year,Many Orthodox Christian churches in countries such as Australia celebrate New Year’s Day on January 14 in the Gregorian calendar.,Orthodox,Orthodox,All,1
1/25/16,2016,AU,Tu B'Shevat,"Tu B’Shevat is known as the “New Year for Trees”, is one of the four Jewish New Years.",Jewish holiday,Hebrew,All,1
2/9/16,2016,AU,Carnival / Shrove Tuesday / Pancake Day,Shrove Tuesday is the day before the start of the Lent period for many Christians in Australia.,Christian,Christian,All,1
2/10/16,2016,AU,Ash Wednesday,Ash Wednesday marks the first day of Lent in for many Christians in Australia.,Christian,Christian,All,1
3/20/16,2016,AU,Palm Sunday,Palm Sunday in Australia celebrates Jesus Christ’s entry into Jerusalem. It is also the Sunday before Easter Sunday.,Christian,Christian,All,1
3/24/16,2016,AU,Maundy Thursday,Many Christians in the Australia celebrate Maundy Thursday on the Thursday before Good Friday.,Christian,Christian,All,1
3/24/16,2016,AU,Purim,"Purim commemorates a time when Jewish people were saved from death around the fourth century BCE, according to the Book of Esther.",Jewish holiday,Hebrew,All,1
4/23/16,2016,AU,First day of Passover,Passover is a Jewish observance of the liberation from slavery and the Israelites' exodus from Egypt around 3000 years ago.,Jewish holiday,Hebrew,All,1
4/29/16,2016,AU,Orthodox Good Friday,Many Orthodox Christians in Australia remember the events leading up to Jesus Christ's crucifixion on Great Friday.,Orthodox,Orthodox,All,1
4/30/16,2016,AU,Last day of Passover,"The last day of Passover marks the end of the Passover period, which lasts for seven or eight days.",Jewish holiday,Hebrew,All,1
4/30/16,2016,AU,Orthodox Holy Saturday,Many Orthodox Christians in Australia remember Jesus Christ’s burial and his descent into Hades on Holy Saturday.,Orthodox,Orthodox,All,1
5/1/16,2016,AU,Orthodox Easter,"Many Orthodox Christians in Australia celebrate Jesus Christ’s resurrection on Easter Sunday, also known as Pascha.",Orthodox,Orthodox,All,1
5/2/16,2016,AU,Orthodox Easter Monday,Many Orthodox churches in Australia observe Easter Monday on the day after the Orthodox Easter Sunday date.,Orthodox,Orthodox,All,1
5/5/16,2016,AU,Ascension Day,"Ascension Day is the 40th day of Easter and commemorates Jesus Christ’s ascension into heaven, according to Christian belief.",Christian,Christian,All,1
5/5/16,2016,AU,Isra and Mi'raj,"Isra and Mi'raj (Isra Me'raj, Israa and Mi'raaj, Laylat Al-Isra wa Al-Miraj, Lailat al Miraj, Night Journey and Ascension to Heaven) marks the night when the Prophet Mohammad traveled from Mecca to Jerusalem, ascended to heaven and returned.",Muslim,Muslim,All,1
5/12/16,2016,AU,Yom HaAtzmaut,"Many Jewish communities in Australia celebrate Yom Ha’Atzmaut, which is Israel’s Independence Day, on the fifth day of the month of Iyar in the Jewish calendar.",Jewish holiday,Hebrew,All,1
5/15/16,2016,AU,Pentecost,"Many Christians in Australia observe Pentecost, also known as Whitsunday or Whit Sunday.",Christian,Christian,All,1
5/16/16,2016,AU,Whit Monday,"Whit Monday is a Christian observance also known as Pentecost Monday. It is the day after Pentecost, or Whitsunday.",Christian,Christian,All,1
5/22/16,2016,AU,Trinity Sunday,"Many churches in Australia observe Trinity Sunday, a Christian feast that occurs on the first Sunday after Pentecost.",Christian,Christian,All,1
5/26/16,2016,AU,Corpus Christi,Corpus Christi is a Christian observance that honors the Holy Eucharist.,Christian,Christian,All,1
5/26/16,2016,AU,Lag B'Omer,Many Jewish Australians observe Lag B’Omer on the 18th day of the month of Iyar in the Jewish calendar.,Jewish holiday,Hebrew,All,1
6/7/16,2016,AU,Ramadan Start,"Many Muslims in Australia welcome Ramadan as period of fasting, self-evaluation and spiritual growth. Ramadan is the ninth month in the Islamic calendar.",Muslim,Muslim,All,1
6/12/16,2016,AU,Shavuot,"Shavuot, also known as the Festival of Weeks, is one of three major Jewish festivals celebrated among many Jewish Australians.",Jewish holiday,Hebrew,All,1
7/2/16,2016,AU,Lailat al-Qadr,Laylat al-Qadr is most likely to be held on one of the last 10 days of month of Ramadan in the Islamic calendar.,Muslim,Muslim,All,1
7/6/16,2016,AU,Eid ul Fitr,"Eid al-Fitr, which is on the first day of the Islamic month of Shawwal, marks the end of the month-long fast of Ramadan.",Muslim,Muslim,All,1
8/14/16,2016,AU,Tisha B'Av,Tisha B’Av is on the ninth day of the month of Av in the Jewish calendar.,Jewish holiday,Hebrew,All,1
8/15/16,2016,AU,Assumption of Mary,The Feast of the Assumption of Mary is an annual Christian observance in Australia held on August 15. It is considered a Holy Day of Obligation - a day when some Christian denominations are obliged to attend mass.,Christian,Christian,All,1
9/13/16,2016,AU,Eid al-Adha,Many Muslims in Australia celebrate Eid al- Adha around the 10th to the 13th days of the Islamic month of Dhu al-Hijjah.,Muslim,Muslim,All,1
10/3/16,2016,AU,Rosh Hashana,"Rosh Hashana, also spelled Rosh Hashanah, is commonly known as the Jewish New Year. The event begins on the first day of Tishrei (or Tishri), which is the seventh month in the Jewish calendar.",Jewish holiday,Hebrew,All,1
10/3/16,2016,AU,Muharram,"The first day of Muharram, which is the first month in the Islamic calendar, marks the start of the Islamic New Year.",Muslim,Muslim,All,1
10/4/16,2016,AU,Feast of St Francis of Assisi,"Many churches in Australia celebrate the Feast of St Francis of Assisi to honor St Francis, the patron saint of animals and the environment, on October 4 each year.",Christian,Christian,All,1
10/12/16,2016,AU,Yom Kippur,Yom Kippur is an important Jewish holiday that falls on the 10th day of the month of Tishrei in the Jewish calendar.,Jewish holiday,Hebrew,All,1
10/12/16,2016,AU,Ashura,Ashura is a Muslim in Australia,Muslim,Muslim,All,1
10/17/16,2016,AU,First day of Sukkot,The first day of Sukkot marks the start of the Sukkot festival for Jewish communities in Australia.,Jewish holiday,Hebrew,All,1
10/23/16,2016,AU,Hoshana Rabbah,"Many Jewish communities in Australia observe the last day of Sukkot, which marks the end of the Sukkot festival.",Jewish holiday,Hebrew,All,1
10/24/16,2016,AU,Shemini Atzeret,"Shemini Atzeret (or Shmini Atzeret) is a Jewish holiday dedicated to the love of God, while Simchat Torah (Simchas Torah or Simhat Torah) marks the end of Sukkot and celebrates the completion of the annual reading of the Torah.",Jewish holiday,Hebrew,All,1
10/25/16,2016,AU,Simchat Torah,Simchat Torah (Simchas Torah or Simhat Torah) is a Jewish holiday that celebrates the completion of the annual reading of the Torah.,Jewish holiday,Hebrew,All,1
11/1/16,2016,AU,All Saints' Day,"Many churches in Australia annually observe All Saints' Day, also known as All Hallows' Day.",Christian,Christian,All,1
11/2/16,2016,AU,All Souls' Day,All Souls’ Day is observed among some Christians in Australia on November 2 each year.,Christian,Christian,All,1
12/8/16,2016,AU,Feast of the Immaculate Conception,"Some Christians, particularly those of Catholic faith, in Australia mark the Feast of the Immaculate Conception on or around December 8.",Christian,Christian,All,1
12/12/16,2016,AU,Milad un Nabi,Eid Milad ul-Nabi marks the anniversary of the Prophet Muhammad's birth and death.,Muslim,Muslim,All,1
12/25/16,2016,AU,First Day of Hanukkah,"The first day of Hanukkah is the start of the Hanukkah period, which lasts for 8 days, from the 25th day of the month of Kislev to the second day of Tevet in the Hebrew calendar.",Jewish holiday,Hebrew,All,1
1/1/17,2017,AU,Last day of Hanukkah,"The last day of Hanukkah marks the end of a festive Jewish occasion, known as Hanukkah or Chanukah.",Jewish holiday,Hebrew,All,1
1/6/17,2017,AU,Epiphany,Many people in countries such as Australia annually observe Epiphany on January 6.,Christian,Christian,All,1
1/7/17,2017,AU,Orthodox Christmas Day,Many Orthodox Christian churches in countries such as Australia observe Christmas Day on or near January 7 in the Gregorian calendar.,Orthodox,Orthodox,All,1
1/14/17,2017,AU,Orthodox New Year,Many Orthodox Christian churches in countries such as Australia celebrate New Year’s Day on January 14 in the Gregorian calendar.,Orthodox,Orthodox,All,1
2/11/17,2017,AU,Tu B'Shevat,"Tu B’Shevat is known as the “New Year for Trees”, is one of the four Jewish New Years.",Jewish holiday,Hebrew,All,1
2/28/17,2017,AU,Carnival / Shrove Tuesday / Pancake Day,Shrove Tuesday is the day before the start of the Lent period for many Christians in Australia.,Christian,Christian,All,1
3/1/17,2017,AU,Ash Wednesday,Ash Wednesday marks the first day of Lent in for many Christians in Australia.,Christian,Christian,All,1
3/12/17,2017,AU,Purim,"Purim commemorates a time when Jewish people were saved from death around the fourth century BCE, according to the Book of Esther.",Jewish holiday,Hebrew,All,1
4/9/17,2017,AU,Palm Sunday,Palm Sunday in Australia celebrates Jesus Christ’s entry into Jerusalem. It is also the Sunday before Easter Sunday.,Christian,Christian,All,1
4/11/17,2017,AU,First day of Passover,Passover is a Jewish observance of the liberation from slavery and the Israelites' exodus from Egypt around 3000 years ago.,Jewish holiday,Hebrew,All,1
4/13/17,2017,AU,Maundy Thursday,Many Christians in the Australia celebrate Maundy Thursday on the Thursday before Good Friday.,Christian,Christian,All,1
4/14/17,2017,AU,Orthodox Good Friday,Many Orthodox Christians in Australia remember the events leading up to Jesus Christ's crucifixion on Great Friday.,Orthodox,Orthodox,All,1
4/15/17,2017,AU,Orthodox Holy Saturday,Many Orthodox Christians in Australia remember Jesus Christ’s burial and his descent into Hades on Holy Saturday.,Orthodox,Orthodox,All,1
4/16/17,2017,AU,Orthodox Easter,"Many Orthodox Christians in Australia celebrate Jesus Christ’s resurrection on Easter Sunday, also known as Pascha.",Orthodox,Orthodox,All,1
4/17/17,2017,AU,Orthodox Easter Monday,Many Orthodox churches in Australia observe Easter Monday on the day after the Orthodox Easter Sunday date.,Orthodox,Orthodox,All,1
4/18/17,2017,AU,Last day of Passover,"The last day of Passover marks the end of the Passover period, which lasts for seven or eight days.",Jewish holiday,Hebrew,All,1
4/24/17,2017,AU,Isra and Mi'raj,"Isra and Mi'raj (Isra Me'raj, Israa and Mi'raaj, Laylat Al-Isra wa Al-Miraj, Lailat al Miraj, Night Journey and Ascension to Heaven) marks the night when the Prophet Mohammad traveled from Mecca to Jerusalem, ascended to heaven and returned.",Muslim,Muslim,All,1
5/2/17,2017,AU,Yom HaAtzmaut,"Many Jewish communities in Australia celebrate Yom Ha’Atzmaut, which is Israel’s Independence Day, on the fifth day of the month of Iyar in the Jewish calendar.",Jewish holiday,Hebrew,All,1
5/14/17,2017,AU,Lag B'Omer,Many Jewish Australians observe Lag B’Omer on the 18th day of the month of Iyar in the Jewish calendar.,Jewish holiday,Hebrew,All,1
5/25/17,2017,AU,Ascension Day,"Ascension Day is the 40th day of Easter and commemorates Jesus Christ’s ascension into heaven, according to Christian belief.",Christian,Christian,All,1
5/27/17,2017,AU,Ramadan Start,"Many Muslims in Australia welcome Ramadan as period of fasting, self-evaluation and spiritual growth. Ramadan is the ninth month in the Islamic calendar.",Muslim,Muslim,All,1
5/31/17,2017,AU,Shavuot,"Shavuot, also known as the Festival of Weeks, is one of three major Jewish festivals celebrated among many Jewish Australians.",Jewish holiday,Hebrew,All,1
6/4/17,2017,AU,Pentecost,"Many Christians in Australia observe Pentecost, also known as Whitsunday or Whit Sunday.",Christian,Christian,All,1
6/5/17,2017,AU,Whit Monday,"Whit Monday is a Christian observance also known as Pentecost Monday. It is the day after Pentecost, or Whitsunday.",Christian,Christian,All,1
6/11/17,2017,AU,Trinity Sunday,"Many churches in Australia observe Trinity Sunday, a Christian feast that occurs on the first Sunday after Pentecost.",Christian,Christian,All,1
6/15/17,2017,AU,Corpus Christi,Corpus Christi is a Christian observance that honors the Holy Eucharist.,Christian,Christian,All,1
6/21/17,2017,AU,Lailat al-Qadr,Laylat al-Qadr is most likely to be held on one of the last 10 days of month of Ramadan in the Islamic calendar.,Muslim,Muslim,All,1
6/26/17,2017,AU,Eid ul Fitr,"Eid al-Fitr, which is on the first day of the Islamic month of Shawwal, marks the end of the month-long fast of Ramadan.",Muslim,Muslim,All,1
8/1/17,2017,AU,Tisha B'Av,Tisha B’Av is on the ninth day of the month of Av in the Jewish calendar.,Jewish holiday,Hebrew,All,1
8/15/17,2017,AU,Assumption of Mary,The Feast of the Assumption of Mary is an annual Christian observance in Australia held on August 15. It is considered a Holy Day of Obligation - a day when some Christian denominations are obliged to attend mass.,Christian,Christian,All,1
9/2/17,2017,AU,Eid al-Adha,Many Muslims in Australia celebrate Eid al- Adha around the 10th to the 13th days of the Islamic month of Dhu al-Hijjah.,Muslim,Muslim,All,1
9/21/17,2017,AU,Rosh Hashana,"Rosh Hashana, also spelled Rosh Hashanah, is commonly known as the Jewish New Year. The event begins on the first day of Tishrei (or Tishri), which is the seventh month in the Jewish calendar.",Jewish holiday,Hebrew,All,1
9/22/17,2017,AU,Muharram,"The first day of Muharram, which is the first month in the Islamic calendar, marks the start of the Islamic New Year.",Muslim,Muslim,All,1
9/30/17,2017,AU,Yom Kippur,Yom Kippur is an important Jewish holiday that falls on the 10th day of the month of Tishrei in the Jewish calendar.,Jewish holiday,Hebrew,All,1
10/1/17,2017,AU,Ashura,Ashura is a Muslim in Australia,Muslim,Muslim,All,1
10/4/17,2017,AU,Feast of St Francis of Assisi,"Many churches in Australia celebrate the Feast of St Francis of Assisi to honor St Francis, the patron saint of animals and the environment, on October 4 each year.",Christian,Christian,All,1
10/5/17,2017,AU,First day of Sukkot,The first day of Sukkot marks the start of the Sukkot festival for Jewish communities in Australia.,Jewish holiday,Hebrew,All,1
10/11/17,2017,AU,Hoshana Rabbah,"Many Jewish communities in Australia observe the last day of Sukkot, which marks the end of the Sukkot festival.",Jewish holiday,Hebrew,All,1
10/12/17,2017,AU,Shemini Atzeret,"Shemini Atzeret (or Shmini Atzeret) is a Jewish holiday dedicated to the love of God, while Simchat Torah (Simchas Torah or Simhat Torah) marks the end of Sukkot and celebrates the completion of the annual reading of the Torah.",Jewish holiday,Hebrew,All,1
10/13/17,2017,AU,Simchat Torah,Simchat Torah (Simchas Torah or Simhat Torah) is a Jewish holiday that celebrates the completion of the annual reading of the Torah.,Jewish holiday,Hebrew,All,1
11/1/17,2017,AU,All Saints' Day,"Many churches in Australia annually observe All Saints' Day, also known as All Hallows' Day.",Christian,Christian,All,1
11/2/17,2017,AU,All Souls' Day,All Souls’ Day is observed among some Christians in Australia on November 2 each year.,Christian,Christian,All,1
12/1/17,2017,AU,Milad un Nabi,Eid Milad ul-Nabi marks the anniversary of the Prophet Muhammad's birth and death.,Muslim,Muslim,All,1
12/8/17,2017,AU,Feast of the Immaculate Conception,"Some Christians, particularly those of Catholic faith, in Australia mark the Feast of the Immaculate Conception on or around December 8.",Christian,Christian,All,1
12/13/17,2017,AU,First Day of Hanukkah,"The first day of Hanukkah is the start of the Hanukkah period, which lasts for 8 days, from the 25th day of the month of Kislev to the second day of Tevet in the Hebrew calendar.",Jewish holiday,Hebrew,All,1
12/20/17,2017,AU,Last day of Hanukkah,"The last day of Hanukkah marks the end of a festive Jewish occasion, known as Hanukkah or Chanukah.",Jewish holiday,Hebrew,All,1
1/6/18,2018,AU,Epiphany,Many people in countries such as Australia annually observe Epiphany on January 6.,Christian,Christian,All,1
1/7/18,2018,AU,Orthodox Christmas Day,Many Orthodox Christian churches in countries such as Australia observe Christmas Day on or near January 7 in the Gregorian calendar.,Orthodox,Orthodox,All,1
1/14/18,2018,AU,Orthodox New Year,Many Orthodox Christian churches in countries such as Australia celebrate New Year’s Day on January 14 in the Gregorian calendar.,Orthodox,Orthodox,All,1
1/31/18,2018,AU,Tu B'Shevat,"Tu B’Shevat is known as the “New Year for Trees”, is one of the four Jewish New Years.",Jewish holiday,Hebrew,All,1
2/13/18,2018,AU,Carnival / Shrove Tuesday / Pancake Day,Shrove Tuesday is the day before the start of the Lent period for many Christians in Australia.,Christian,Christian,All,1
2/14/18,2018,AU,Ash Wednesday,Ash Wednesday marks the first day of Lent in for many Christians in Australia.,Christian,Christian,All,1
3/1/18,2018,AU,Purim,"Purim commemorates a time when Jewish people were saved from death around the fourth century BCE, according to the Book of Esther.",Jewish holiday,Hebrew,All,1
3/25/18,2018,AU,Palm Sunday,Palm Sunday in Australia celebrates Jesus Christ’s entry into Jerusalem. It is also the Sunday before Easter Sunday.,Christian,Christian,All,1
3/29/18,2018,AU,Maundy Thursday,Many Christians in the Australia celebrate Maundy Thursday on the Thursday before Good Friday.,Christian,Christian,All,1
3/31/18,2018,AU,First day of Passover,Passover is a Jewish observance of the liberation from slavery and the Israelites' exodus from Egypt around 3000 years ago.,Jewish holiday,Hebrew,All,1
4/6/18,2018,AU,Orthodox Good Friday,Many Orthodox Christians in Australia remember the events leading up to Jesus Christ's crucifixion on Great Friday.,Orthodox,Orthodox,All,1
4/7/18,2018,AU,Last day of Passover,"The last day of Passover marks the end of the Passover period, which lasts for seven or eight days.",Jewish holiday,Hebrew,All,1
4/7/18,2018,AU,Orthodox Holy Saturday,Many Orthodox Christians in Australia remember Jesus Christ’s burial and his descent into Hades on Holy Saturday.,Orthodox,Orthodox,All,1
4/8/18,2018,AU,Orthodox Easter,"Many Orthodox Christians in Australia celebrate Jesus Christ’s resurrection on Easter Sunday, also known as Pascha.",Orthodox,Orthodox,All,1
4/9/18,2018,AU,Orthodox Easter Monday,Many Orthodox churches in Australia observe Easter Monday on the day after the Orthodox Easter Sunday date.,Orthodox,Orthodox,All,1
4/13/18,2018,AU,Isra and Mi'raj,"Isra and Mi'raj (Isra Me'raj, Israa and Mi'raaj, Laylat Al-Isra wa Al-Miraj, Lailat al Miraj, Night Journey and Ascension to Heaven) marks the night when the Prophet Mohammad traveled from Mecca to Jerusalem, ascended to heaven and returned.",Muslim,Muslim,All,1
4/19/18,2018,AU,Yom HaAtzmaut,"Many Jewish communities in Australia celebrate Yom Ha’Atzmaut, which is Israel’s Independence Day, on the fifth day of the month of Iyar in the Jewish calendar.",Jewish holiday,Hebrew,All,1
5/3/18,2018,AU,Lag B'Omer,Many Jewish Australians observe Lag B’Omer on the 18th day of the month of Iyar in the Jewish calendar.,Jewish holiday,Hebrew,All,1
5/10/18,2018,AU,Ascension Day,"Ascension Day is the 40th day of Easter and commemorates Jesus Christ’s ascension into heaven, according to Christian belief.",Christian,Christian,All,1
5/16/18,2018,AU,Ramadan Start,"Many Muslims in Australia welcome Ramadan as period of fasting, self-evaluation and spiritual growth. Ramadan is the ninth month in the Islamic calendar.",Muslim,Muslim,All,1
5/20/18,2018,AU,Pentecost,"Many Christians in Australia observe Pentecost, also known as Whitsunday or Whit Sunday.",Christian,Christian,All,1
5/20/18,2018,AU,Shavuot,"Shavuot, also known as the Festival of Weeks, is one of three major Jewish festivals celebrated among many Jewish Australians.",Jewish holiday,Hebrew,All,1
5/21/18,2018,AU,Whit Monday,"Whit Monday is a Christian observance also known as Pentecost Monday. It is the day after Pentecost, or Whitsunday.",Christian,Christian,All,1
5/27/18,2018,AU,Trinity Sunday,"Many churches in Australia observe Trinity Sunday, a Christian feast that occurs on the first Sunday after Pentecost.",Christian,Christian,All,1
5/31/18,2018,AU,Corpus Christi,Corpus Christi is a Christian observance that honors the Holy Eucharist.,Christian,Christian,All,1
6/10/18,2018,AU,Lailat al-Qadr,Laylat al-Qadr is most likely to be held on one of the last 10 days of month of Ramadan in the Islamic calendar.,Muslim,Muslim,All,1
6/15/18,2018,AU,Eid ul Fitr,"Eid al-Fitr, which is on the first day of the Islamic month of Shawwal, marks the end of the month-long fast of Ramadan.",Muslim,Muslim,All,1
7/22/18,2018,AU,Tisha B'Av,Tisha B’Av is on the ninth day of the month of Av in the Jewish calendar.,Jewish holiday,Hebrew,All,1
8/15/18,2018,AU,Assumption of Mary,The Feast of the Assumption of Mary is an annual Christian observance in Australia held on August 15. It is considered a Holy Day of Obligation - a day when some Christian denominations are obliged to attend mass.,Christian,Christian,All,1
8/22/18,2018,AU,Eid al-Adha,Many Muslims in Australia celebrate Eid al- Adha around the 10th to the 13th days of the Islamic month of Dhu al-Hijjah.,Muslim,Muslim,All,1
9/10/18,2018,AU,Rosh Hashana,"Rosh Hashana, also spelled Rosh Hashanah, is commonly known as the Jewish New Year. The event begins on the first day of Tishrei (or Tishri), which is the seventh month in the Jewish calendar.",Jewish holiday,Hebrew,All,1
9/12/18,2018,AU,Muharram,"The first day of Muharram, which is the first month in the Islamic calendar, marks the start of the Islamic New Year.",Muslim,Muslim,All,1
9/19/18,2018,AU,Yom Kippur,Yom Kippur is an important Jewish holiday that falls on the 10th day of the month of Tishrei in the Jewish calendar.,Jewish holiday,Hebrew,All,1
9/21/18,2018,AU,Ashura,Ashura is a Muslim in Australia,Muslim,Muslim,All,1
9/24/18,2018,AU,First day of Sukkot,The first day of Sukkot marks the start of the Sukkot festival for Jewish communities in Australia.,Jewish holiday,Hebrew,All,1
9/30/18,2018,AU,Hoshana Rabbah,"Many Jewish communities in Australia observe the last day of Sukkot, which marks the end of the Sukkot festival.",Jewish holiday,Hebrew,All,1
10/1/18,2018,AU,Shemini Atzeret,"Shemini Atzeret (or Shmini Atzeret) is a Jewish holiday dedicated to the love of God, while Simchat Torah (Simchas Torah or Simhat Torah) marks the end of Sukkot and celebrates the completion of the annual reading of the Torah.",Jewish holiday,Hebrew,All,1
10/2/18,2018,AU,Simchat Torah,Simchat Torah (Simchas Torah or Simhat Torah) is a Jewish holiday that celebrates the completion of the annual reading of the Torah.,Jewish holiday,Hebrew,All,1
10/4/18,2018,AU,Feast of St Francis of Assisi,"Many churches in Australia celebrate the Feast of St Francis of Assisi to honor St Francis, the patron saint of animals and the environment, on October 4 each year.",Christian,Christian,All,1
11/1/18,2018,AU,All Saints' Day,"Many churches in Australia annually observe All Saints' Day, also known as All Hallows' Day.",Christian,Christian,All,1
11/2/18,2018,AU,All Souls' Day,All Souls’ Day is observed among some Christians in Australia on November 2 each year.,Christian,Christian,All,1
11/21/18,2018,AU,Milad un Nabi,Eid Milad ul-Nabi marks the anniversary of the Prophet Muhammad's birth and death.,Muslim,Muslim,All,1
12/3/18,2018,AU,First Day of Hanukkah,"The first day of Hanukkah is the start of the Hanukkah period, which lasts for 8 days, from the 25th day of the month of Kislev to the second day of Tevet in the Hebrew calendar.",Jewish holiday,Hebrew,All,1
12/8/18,2018,AU,Feast of the Immaculate Conception,"Some Christians, particularly those of Catholic faith, in Australia mark the Feast of the Immaculate Conception on or around December 8.",Christian,Christian,All,1
12/10/18,2018,AU,Last day of Hanukkah,"The last day of Hanukkah marks the end of a festive Jewish occasion, known as Hanukkah or Chanukah.",Jewish holiday,Hebrew,All,1
1/6/19,2019,AU,Epiphany,Many people in countries such as Australia annually observe Epiphany on January 6.,Christian,Christian,All,1
1/7/19,2019,AU,Orthodox Christmas Day,Many Orthodox Christian churches in countries such as Australia observe Christmas Day on or near January 7 in the Gregorian calendar.,Orthodox,Orthodox,All,1
1/14/19,2019,AU,Orthodox New Year,Many Orthodox Christian churches in countries such as Australia celebrate New Year’s Day on January 14 in the Gregorian calendar.,Orthodox,Orthodox,All,1
1/21/19,2019,AU,Tu B'Shevat,"Tu B’Shevat is known as the “New Year for Trees”, is one of the four Jewish New Years.",Jewish holiday,Hebrew,All,1
3/5/19,2019,AU,Carnival / Shrove Tuesday / Pancake Day,Shrove Tuesday is the day before the start of the Lent period for many Christians in Australia.,Christian,Christian,All,1
3/6/19,2019,AU,Ash Wednesday,Ash Wednesday marks the first day of Lent in for many Christians in Australia.,Christian,Christian,All,1
